fit,subject_ID,seed,human,model,n_games
combined,43,40,145.0,154.0,160
combined,43,41,145.0,133.0,160
combined,43,42,145.0,127.0,160
combined,43,43,145.0,162.0,160
combined,43,44,145.0,146.0,160
combined,43,45,145.0,114.0,160
combined,43,46,145.0,140.0,160
combined,43,47,145.0,107.0,160
combined,43,48,145.0,135.0,160
combined,43,49,145.0,140.0,160
combined,100,0,138.0,122.0,160
combined,100,1,138.0,117.0,160
combined,100,2,138.0,146.0,160
combined,100,3,138.0,154.0,160
combined,100,4,138.0,160.0,160
combined,100,5,138.0,173.0,160
combined,100,6,138.0,129.0,160
combined,100,7,138.0,142.0,160
combined,100,8,138.0,137.0,160
combined,100,9,138.0,108.0,160
combined,100,10,138.0,163.0,160
combined,100,11,138.0,184.0,160
combined,100,12,138.0,141.0,160
combined,100,13,138.0,153.0,160
combined,100,14,138.0,163.0,160
combined,100,15,138.0,128.0,160
combined,100,16,138.0,171.0,160
combined,100,17,138.0,142.0,160
combined,100,18,138.0,152.0,160
combined,100,19,138.0,129.0,160
combined,100,20,138.0,169.0,160
combined,100,21,138.0,138.0,160
combined,100,22,138.0,154.0,160
combined,100,23,138.0,156.0,160
combined,100,24,138.0,141.0,160
combined,100,25,138.0,139.0,160
combined,100,26,138.0,198.0,160
combined,100,27,138.0,148.0,160
combined,100,28,138.0,169.0,160
combined,100,29,138.0,141.0,160
combined,100,30,138.0,109.0,160
combined,100,31,138.0,144.0,160
combined,100,32,138.0,141.0,160
combined,100,33,138.0,150.0,160
combined,100,34,138.0,155.0,160
combined,100,35,138.0,183.0,160
combined,100,36,138.0,169.0,160
combined,100,37,138.0,137.0,160
combined,100,38,138.0,125.0,160
combined,100,39,138.0,132.0,160
combined,100,40,138.0,153.0,160
combined,100,41,138.0,135.0,160
combined,100,42,138.0,148.0,160
combined,100,43,138.0,141.0,160
combined,100,44,138.0,145.0,160
combined,100,45,138.0,148.0,160
combined,100,46,138.0,146.0,160
combined,100,47,138.0,151.0,160
combined,100,48,138.0,102.0,160
combined,100,49,138.0,151.0,160
combined,45,0,184.0,162.0,160
combined,45,1,184.0,133.0,160
combined,45,2,184.0,167.0,160
combined,45,3,184.0,164.0,160
combined,45,4,184.0,147.0,160
combined,45,5,184.0,158.0,160
combined,45,6,184.0,157.0,160
combined,45,7,184.0,143.0,160
combined,45,8,184.0,159.0,160
combined,45,9,184.0,148.0,160
combined,45,10,184.0,134.0,160
combined,45,11,184.0,140.0,160
combined,45,12,184.0,170.0,160
combined,45,13,184.0,151.0,160
combined,45,14,184.0,144.0,160
combined,45,15,184.0,175.0,160
combined,45,16,184.0,147.0,160
combined,45,17,184.0,187.0,160
combined,45,18,184.0,156.0,160
combined,45,19,184.0,149.0,160
combined,45,20,184.0,144.0,160
combined,45,21,184.0,162.0,160
combined,45,22,184.0,154.0,160
combined,45,23,184.0,161.0,160
combined,45,24,184.0,155.0,160
combined,45,25,184.0,140.0,160
combined,45,26,184.0,145.0,160
combined,45,27,184.0,157.0,160
combined,45,28,184.0,172.0,160
combined,45,29,184.0,163.0,160
combined,45,30,184.0,138.0,160
combined,45,31,184.0,164.0,160
combined,45,32,184.0,171.0,160
combined,45,33,184.0,131.0,160
combined,45,34,184.0,153.0,160
combined,45,35,184.0,156.0,160
combined,45,36,184.0,164.0,160
combined,45,37,184.0,169.0,160
combined,45,38,184.0,169.0,160
combined,45,39,184.0,144.0,160
combined,45,40,184.0,179.0,160
combined,45,41,184.0,201.0,160
combined,45,42,184.0,169.0,160
combined,45,43,184.0,167.0,160
combined,45,44,184.0,136.0,160
combined,45,45,184.0,149.0,160
combined,45,46,184.0,164.0,160
combined,45,47,184.0,167.0,160
combined,45,48,184.0,178.0,160
combined,45,49,184.0,176.0,160
combined,73,0,198.0,152.0,160
combined,73,1,198.0,154.0,160
combined,73,2,198.0,189.0,160
combined,73,3,198.0,191.0,160
combined,73,4,198.0,196.0,160
combined,73,5,198.0,179.0,160
combined,73,6,198.0,149.0,160
combined,73,7,198.0,196.0,160
combined,73,8,198.0,173.0,160
combined,73,9,198.0,188.0,160
combined,73,10,198.0,177.0,160
combined,73,11,198.0,158.0,160
combined,73,12,198.0,206.0,160
combined,73,13,198.0,171.0,160
combined,73,14,198.0,165.0,160
combined,73,15,198.0,173.0,160
combined,73,16,198.0,182.0,160
combined,73,17,198.0,164.0,160
combined,73,18,198.0,173.0,160
combined,73,19,198.0,177.0,160
combined,73,20,198.0,189.0,160
combined,73,21,198.0,156.0,160
combined,73,22,198.0,170.0,160
combined,73,23,198.0,169.0,160
combined,73,24,198.0,183.0,160
combined,73,25,198.0,173.0,160
combined,73,26,198.0,176.0,160
combined,73,27,198.0,188.0,160
combined,73,28,198.0,168.0,160
combined,73,29,198.0,186.0,160
combined,73,30,198.0,164.0,160
combined,73,31,198.0,181.0,160
combined,73,32,198.0,156.0,160
combined,73,33,198.0,178.0,160
combined,73,34,198.0,186.0,160
combined,73,35,198.0,197.0,160
combined,73,36,198.0,181.0,160
combined,73,37,198.0,173.0,160
combined,73,38,198.0,156.0,160
combined,73,39,198.0,172.0,160
combined,73,40,198.0,195.0,160
combined,73,41,198.0,164.0,160
combined,73,42,198.0,180.0,160
combined,73,43,198.0,168.0,160
combined,73,44,198.0,173.0,160
combined,73,45,198.0,157.0,160
combined,73,46,198.0,192.0,160
combined,73,47,198.0,204.0,160
combined,73,48,198.0,184.0,160
combined,73,49,198.0,171.0,160
combined,24,0,146.0,154.0,160
combined,24,1,146.0,134.0,160
combined,24,2,146.0,160.0,160
combined,24,3,146.0,127.0,160
combined,24,4,146.0,141.0,160
combined,24,5,146.0,131.0,160
combined,24,6,146.0,196.0,160
combined,24,7,146.0,151.0,160
combined,24,8,146.0,124.0,160
combined,24,9,146.0,125.0,160
combined,24,10,146.0,167.0,160
combined,24,11,146.0,151.0,160
combined,24,12,146.0,145.0,160
combined,24,13,146.0,188.0,160
combined,24,14,146.0,156.0,160
combined,24,15,146.0,131.0,160
combined,24,16,146.0,113.0,160
combined,24,17,146.0,155.0,160
combined,24,18,146.0,158.0,160
combined,24,19,146.0,126.0,160
combined,24,20,146.0,164.0,160
combined,24,21,146.0,148.0,160
combined,24,22,146.0,148.0,160
combined,24,23,146.0,164.0,160
combined,24,24,146.0,184.0,160
combined,24,25,146.0,134.0,160
combined,24,26,146.0,143.0,160
combined,24,27,146.0,182.0,160
combined,24,28,146.0,145.0,160
combined,24,29,146.0,169.0,160
combined,24,30,146.0,164.0,160
combined,24,31,146.0,141.0,160
combined,24,32,146.0,127.0,160
combined,24,33,146.0,149.0,160
combined,24,34,146.0,129.0,160
combined,24,35,146.0,135.0,160
combined,24,36,146.0,127.0,160
combined,24,37,146.0,161.0,160
combined,24,38,146.0,120.0,160
combined,24,39,146.0,150.0,160
combined,24,40,146.0,134.0,160
combined,24,41,146.0,169.0,160
combined,24,42,146.0,137.0,160
combined,24,43,146.0,141.0,160
combined,24,44,146.0,123.0,160
combined,24,45,146.0,133.0,160
combined,24,46,146.0,176.0,160
combined,24,47,146.0,160.0,160
combined,24,48,146.0,148.0,160
combined,24,49,146.0,113.0,160
combined,71,0,160.0,117.0,160
combined,71,1,160.0,141.0,160
combined,71,2,160.0,136.0,160
combined,71,3,160.0,142.0,160
combined,71,4,160.0,168.0,160
combined,71,5,160.0,154.0,160
combined,71,6,160.0,144.0,160
combined,71,7,160.0,144.0,160
combined,71,8,160.0,151.0,160
combined,71,9,160.0,112.0,160
combined,71,10,160.0,144.0,160
combined,71,11,160.0,146.0,160
combined,71,12,160.0,146.0,160
combined,71,13,160.0,154.0,160
combined,71,14,160.0,164.0,160
combined,71,15,160.0,110.0,160
combined,71,16,160.0,140.0,160
combined,71,17,160.0,152.0,160
combined,71,18,160.0,130.0,160
combined,71,19,160.0,147.0,160
combined,71,20,160.0,141.0,160
combined,71,21,160.0,135.0,160
combined,71,22,160.0,143.0,160
combined,71,23,160.0,150.0,160
combined,71,24,160.0,154.0,160
combined,71,25,160.0,128.0,160
combined,71,26,160.0,144.0,160
combined,71,27,160.0,167.0,160
combined,71,28,160.0,166.0,160
combined,71,29,160.0,133.0,160
combined,71,30,160.0,138.0,160
combined,71,31,160.0,140.0,160
combined,71,32,160.0,169.0,160
combined,71,33,160.0,148.0,160
combined,71,34,160.0,132.0,160
combined,71,35,160.0,167.0,160
combined,71,36,160.0,136.0,160
combined,71,37,160.0,186.0,160
combined,71,38,160.0,125.0,160
combined,71,39,160.0,157.0,160
combined,71,40,160.0,144.0,160
combined,71,41,160.0,159.0,160
combined,71,42,160.0,154.0,160
combined,71,43,160.0,154.0,160
combined,71,44,160.0,119.0,160
combined,71,45,160.0,161.0,160
combined,71,46,160.0,142.0,160
combined,71,47,160.0,133.0,160
combined,71,48,160.0,154.0,160
combined,71,49,160.0,102.0,160
combined,76,0,146.0,115.0,160
combined,76,1,146.0,125.0,160
combined,76,2,146.0,149.0,160
combined,76,3,146.0,128.0,160
combined,76,4,146.0,149.0,160
combined,76,5,146.0,141.0,160
combined,76,6,146.0,150.0,160
combined,76,7,146.0,159.0,160
combined,76,8,146.0,131.0,160
combined,76,9,146.0,170.0,160
combined,76,10,146.0,141.0,160
combined,76,11,146.0,159.0,160
combined,76,12,146.0,155.0,160
combined,76,13,146.0,155.0,160
combined,76,14,146.0,157.0,160
combined,76,15,146.0,156.0,160
combined,76,16,146.0,125.0,160
combined,76,17,146.0,146.0,160
combined,76,18,146.0,143.0,160
combined,76,19,146.0,173.0,160
combined,76,20,146.0,131.0,160
combined,76,21,146.0,163.0,160
combined,76,22,146.0,162.0,160
combined,76,23,146.0,132.0,160
combined,76,24,146.0,161.0,160
combined,76,25,146.0,138.0,160
combined,76,26,146.0,149.0,160
combined,76,27,146.0,150.0,160
combined,76,28,146.0,144.0,160
combined,76,29,146.0,147.0,160
combined,76,30,146.0,142.0,160
combined,76,31,146.0,148.0,160
combined,76,32,146.0,136.0,160
combined,76,33,146.0,162.0,160
combined,76,34,146.0,130.0,160
combined,76,35,146.0,159.0,160
combined,76,36,146.0,166.0,160
combined,76,37,146.0,166.0,160
combined,76,38,146.0,130.0,160
combined,76,39,146.0,156.0,160
combined,76,40,146.0,145.0,160
combined,76,41,146.0,170.0,160
combined,76,42,146.0,164.0,160
combined,76,43,146.0,178.0,160
combined,76,44,146.0,160.0,160
combined,76,45,146.0,155.0,160
combined,76,46,146.0,128.0,160
combined,76,47,146.0,143.0,160
combined,76,48,146.0,122.0,160
combined,76,49,146.0,133.0,160
combined,96,0,164.0,149.0,160
combined,96,1,164.0,155.0,160
combined,96,2,164.0,156.0,160
combined,96,3,164.0,174.0,160
combined,96,4,164.0,143.0,160
combined,96,5,164.0,171.0,160
combined,96,6,164.0,142.0,160
combined,96,7,164.0,158.0,160
combined,96,8,164.0,161.0,160
combined,96,9,164.0,151.0,160
combined,96,10,164.0,167.0,160
combined,96,11,164.0,142.0,160
combined,96,12,164.0,164.0,160
combined,96,13,164.0,165.0,160
combined,96,14,164.0,160.0,160
combined,96,15,164.0,179.0,160
combined,96,16,164.0,160.0,160
combined,96,17,164.0,155.0,160
combined,96,18,164.0,152.0,160
combined,96,19,164.0,161.0,160
combined,96,20,164.0,163.0,160
combined,96,21,164.0,140.0,160
combined,96,22,164.0,157.0,160
combined,96,23,164.0,123.0,160
combined,96,24,164.0,151.0,160
combined,96,25,164.0,183.0,160
combined,96,26,164.0,143.0,160
combined,96,27,164.0,127.0,160
combined,96,28,164.0,146.0,160
combined,96,29,164.0,129.0,160
combined,96,30,164.0,164.0,160
combined,96,31,164.0,125.0,160
combined,96,32,164.0,129.0,160
combined,96,33,164.0,112.0,160
combined,96,34,164.0,192.0,160
combined,96,35,164.0,157.0,160
combined,96,36,164.0,153.0,160
combined,96,37,164.0,150.0,160
combined,96,38,164.0,162.0,160
combined,96,39,164.0,147.0,160
combined,96,40,164.0,130.0,160
combined,96,41,164.0,139.0,160
combined,96,42,164.0,147.0,160
combined,96,43,164.0,156.0,160
combined,96,44,164.0,159.0,160
combined,96,45,164.0,158.0,160
combined,96,46,164.0,176.0,160
combined,96,47,164.0,165.0,160
combined,96,48,164.0,172.0,160
combined,96,49,164.0,164.0,160
combined,98,0,155.0,169.0,160
combined,98,1,155.0,164.0,160
combined,98,2,155.0,125.0,160
combined,98,3,155.0,163.0,160
combined,98,4,155.0,159.0,160
combined,98,5,155.0,129.0,160
combined,98,6,155.0,134.0,160
combined,98,7,155.0,145.0,160
combined,98,8,155.0,111.0,160
combined,98,9,155.0,146.0,160
combined,98,10,155.0,162.0,160
combined,98,11,155.0,116.0,160
combined,98,12,155.0,136.0,160
combined,98,13,155.0,133.0,160
combined,98,14,155.0,155.0,160
combined,98,15,155.0,133.0,160
combined,98,16,155.0,137.0,160
combined,98,17,155.0,153.0,160
combined,98,18,155.0,147.0,160
combined,98,19,155.0,160.0,160
combined,98,20,155.0,164.0,160
combined,98,21,155.0,122.0,160
combined,98,22,155.0,134.0,160
combined,98,23,155.0,161.0,160
combined,98,24,155.0,129.0,160
combined,98,25,155.0,155.0,160
combined,98,26,155.0,127.0,160
combined,98,27,155.0,141.0,160
combined,98,28,155.0,136.0,160
combined,98,29,155.0,158.0,160
combined,98,30,155.0,151.0,160
combined,98,31,155.0,131.0,160
combined,98,32,155.0,157.0,160
combined,98,33,155.0,139.0,160
combined,98,34,155.0,175.0,160
combined,98,35,155.0,167.0,160
combined,98,36,155.0,162.0,160
combined,98,37,155.0,119.0,160
combined,98,38,155.0,110.0,160
combined,98,39,155.0,109.0,160
combined,98,40,155.0,140.0,160
combined,98,41,155.0,128.0,160
combined,98,42,155.0,128.0,160
combined,98,43,155.0,113.0,160
combined,98,44,155.0,125.0,160
combined,98,45,155.0,146.0,160
combined,98,46,155.0,140.0,160
combined,98,47,155.0,166.0,160
combined,98,48,155.0,121.0,160
combined,98,49,155.0,121.0,160
combined,97,0,129.0,123.0,160
combined,97,1,129.0,132.0,160
combined,97,2,129.0,123.0,160
combined,97,3,129.0,124.0,160
combined,97,4,129.0,150.0,160
combined,97,5,129.0,152.0,160
combined,97,6,129.0,129.0,160
combined,97,7,129.0,127.0,160
combined,97,8,129.0,131.0,160
combined,97,9,129.0,170.0,160
combined,97,10,129.0,132.0,160
combined,97,11,129.0,179.0,160
combined,97,12,129.0,128.0,160
combined,97,13,129.0,134.0,160
combined,97,14,129.0,144.0,160
combined,97,15,129.0,154.0,160
combined,97,16,129.0,193.0,160
combined,97,17,129.0,134.0,160
combined,97,18,129.0,146.0,160
combined,97,19,129.0,130.0,160
combined,97,20,129.0,166.0,160
combined,97,21,129.0,136.0,160
combined,97,22,129.0,133.0,160
combined,97,23,129.0,141.0,160
combined,97,24,129.0,150.0,160
combined,97,25,129.0,156.0,160
combined,97,26,129.0,149.0,160
combined,97,27,129.0,162.0,160
combined,97,28,129.0,147.0,160
combined,97,29,129.0,108.0,160
combined,97,30,129.0,134.0,160
combined,97,31,129.0,163.0,160
combined,97,32,129.0,166.0,160
combined,97,33,129.0,124.0,160
combined,97,34,129.0,113.0,160
combined,97,35,129.0,116.0,160
combined,97,36,129.0,132.0,160
combined,97,37,129.0,156.0,160
combined,97,38,129.0,177.0,160
combined,97,39,129.0,138.0,160
combined,97,40,129.0,133.0,160
combined,97,41,129.0,142.0,160
combined,97,42,129.0,153.0,160
combined,97,43,129.0,142.0,160
combined,97,44,129.0,144.0,160
combined,97,45,129.0,138.0,160
combined,97,46,129.0,165.0,160
combined,97,47,129.0,154.0,160
combined,97,48,129.0,156.0,160
combined,97,49,129.0,146.0,160
combined,79,0,142.0,123.0,160
combined,79,1,142.0,158.0,160
combined,79,2,142.0,120.0,160
combined,79,3,142.0,136.0,160
combined,79,4,142.0,133.0,160
combined,79,5,142.0,167.0,160
combined,79,6,142.0,119.0,160
combined,79,7,142.0,144.0,160
combined,79,8,142.0,105.0,160
combined,79,9,142.0,158.0,160
combined,79,10,142.0,148.0,160
combined,79,11,142.0,146.0,160
combined,79,12,142.0,126.0,160
combined,79,13,142.0,111.0,160
combined,79,14,142.0,146.0,160
combined,79,15,142.0,157.0,160
combined,79,16,142.0,153.0,160
combined,79,17,142.0,130.0,160
combined,79,18,142.0,141.0,160
combined,79,19,142.0,105.0,160
combined,79,20,142.0,135.0,160
combined,79,21,142.0,137.0,160
combined,79,22,142.0,123.0,160
combined,79,23,142.0,122.0,160
combined,79,24,142.0,140.0,160
combined,79,25,142.0,126.0,160
combined,79,26,142.0,166.0,160
combined,79,27,142.0,169.0,160
combined,79,28,142.0,127.0,160
combined,79,29,142.0,141.0,160
combined,79,30,142.0,148.0,160
combined,79,31,142.0,146.0,160
combined,79,32,142.0,143.0,160
combined,79,33,142.0,135.0,160
combined,79,34,142.0,155.0,160
combined,79,35,142.0,158.0,160
combined,79,36,142.0,109.0,160
combined,79,37,142.0,123.0,160
combined,79,38,142.0,131.0,160
combined,79,39,142.0,127.0,160
combined,79,40,142.0,118.0,160
combined,79,41,142.0,174.0,160
combined,79,42,142.0,149.0,160
combined,79,43,142.0,146.0,160
combined,79,44,142.0,172.0,160
combined,79,45,142.0,133.0,160
combined,79,46,142.0,153.0,160
combined,79,47,142.0,154.0,160
combined,79,48,142.0,115.0,160
combined,79,49,142.0,118.0,160
combined,58,0,148.0,188.0,160
combined,58,1,148.0,134.0,160
combined,58,2,148.0,153.0,160
combined,58,3,148.0,117.0,160
combined,58,4,148.0,100.0,160
combined,58,5,148.0,121.0,160
combined,58,6,148.0,146.0,160
combined,58,7,148.0,130.0,160
combined,58,8,148.0,106.0,160
combined,58,9,148.0,138.0,160
combined,58,10,148.0,140.0,160
combined,58,11,148.0,146.0,160
combined,58,12,148.0,124.0,160
combined,58,13,148.0,135.0,160
combined,58,14,148.0,132.0,160
combined,58,15,148.0,104.0,160
combined,58,16,148.0,117.0,160
combined,58,17,148.0,114.0,160
combined,58,18,148.0,150.0,160
combined,58,19,148.0,157.0,160
combined,58,20,148.0,92.0,160
combined,58,21,148.0,96.0,160
combined,58,22,148.0,158.0,160
combined,58,23,148.0,144.0,160
combined,58,24,148.0,167.0,160
combined,58,25,148.0,129.0,160
combined,58,26,148.0,126.0,160
combined,58,27,148.0,158.0,160
combined,58,28,148.0,100.0,160
combined,58,29,148.0,146.0,160
combined,58,30,148.0,153.0,160
combined,58,31,148.0,142.0,160
combined,58,32,148.0,147.0,160
combined,58,33,148.0,121.0,160
combined,58,34,148.0,137.0,160
combined,58,35,148.0,140.0,160
combined,58,36,148.0,121.0,160
combined,58,37,148.0,121.0,160
combined,58,38,148.0,150.0,160
combined,58,39,148.0,134.0,160
combined,58,40,148.0,136.0,160
combined,58,41,148.0,138.0,160
combined,58,42,148.0,131.0,160
combined,58,43,148.0,136.0,160
combined,58,44,148.0,114.0,160
combined,58,45,148.0,141.0,160
combined,58,46,148.0,143.0,160
combined,58,47,148.0,122.0,160
combined,58,48,148.0,144.0,160
combined,58,49,148.0,160.0,160
combined,9,0,168.0,147.0,160
combined,9,1,168.0,151.0,160
combined,9,2,168.0,152.0,160
combined,9,3,168.0,179.0,160
combined,9,4,168.0,179.0,160
combined,9,5,168.0,146.0,160
combined,9,6,168.0,166.0,160
combined,9,7,168.0,168.0,160
combined,9,8,168.0,145.0,160
combined,9,9,168.0,178.0,160
combined,9,10,168.0,159.0,160
combined,9,11,168.0,160.0,160
combined,9,12,168.0,159.0,160
combined,9,13,168.0,177.0,160
combined,9,14,168.0,180.0,160
combined,9,15,168.0,160.0,160
combined,9,16,168.0,193.0,160
combined,9,17,168.0,148.0,160
combined,9,18,168.0,162.0,160
combined,9,19,168.0,159.0,160
combined,9,20,168.0,163.0,160
combined,9,21,168.0,164.0,160
combined,9,22,168.0,166.0,160
combined,9,23,168.0,175.0,160
combined,9,24,168.0,185.0,160
combined,9,25,168.0,172.0,160
combined,9,26,168.0,172.0,160
combined,9,27,168.0,181.0,160
combined,9,28,168.0,174.0,160
combined,9,29,168.0,166.0,160
combined,9,30,168.0,168.0,160
combined,9,31,168.0,170.0,160
combined,9,32,168.0,180.0,160
combined,9,33,168.0,168.0,160
combined,9,34,168.0,159.0,160
combined,9,35,168.0,168.0,160
combined,9,36,168.0,170.0,160
combined,9,37,168.0,171.0,160
combined,9,38,168.0,174.0,160
combined,9,39,168.0,190.0,160
combined,9,40,168.0,168.0,160
combined,9,41,168.0,158.0,160
combined,9,42,168.0,130.0,160
combined,9,43,168.0,161.0,160
combined,9,44,168.0,168.0,160
combined,9,45,168.0,158.0,160
combined,9,46,168.0,145.0,160
combined,9,47,168.0,187.0,160
combined,9,48,168.0,163.0,160
combined,9,49,168.0,161.0,160
combined,35,0,183.0,175.0,160
combined,35,1,183.0,159.0,160
combined,35,2,183.0,157.0,160
combined,35,3,183.0,160.0,160
combined,35,4,183.0,123.0,160
combined,35,5,183.0,185.0,160
combined,35,6,183.0,165.0,160
combined,35,7,183.0,169.0,160
combined,35,8,183.0,164.0,160
combined,35,9,183.0,168.0,160
combined,35,10,183.0,179.0,160
combined,35,11,183.0,156.0,160
combined,35,12,183.0,171.0,160
combined,35,13,183.0,177.0,160
combined,35,14,183.0,149.0,160
combined,35,15,183.0,166.0,160
combined,35,16,183.0,162.0,160
combined,35,17,183.0,125.0,160
combined,35,18,183.0,149.0,160
combined,35,19,183.0,146.0,160
combined,35,20,183.0,156.0,160
combined,35,21,183.0,130.0,160
combined,35,22,183.0,151.0,160
combined,35,23,183.0,125.0,160
combined,35,24,183.0,155.0,160
combined,35,25,183.0,148.0,160
combined,35,26,183.0,162.0,160
combined,35,27,183.0,156.0,160
combined,35,28,183.0,178.0,160
combined,35,29,183.0,126.0,160
combined,35,30,183.0,160.0,160
combined,35,31,183.0,153.0,160
combined,35,32,183.0,163.0,160
combined,35,33,183.0,176.0,160
combined,35,34,183.0,133.0,160
combined,35,35,183.0,161.0,160
combined,35,36,183.0,158.0,160
combined,35,37,183.0,156.0,160
combined,35,38,183.0,155.0,160
combined,35,39,183.0,165.0,160
combined,35,40,183.0,197.0,160
combined,35,41,183.0,183.0,160
combined,35,42,183.0,200.0,160
combined,35,43,183.0,168.0,160
combined,35,44,183.0,177.0,160
combined,35,45,183.0,185.0,160
combined,35,46,183.0,173.0,160
combined,35,47,183.0,156.0,160
combined,35,48,183.0,176.0,160
combined,35,49,183.0,148.0,160
combined,92,0,142.0,155.0,160
combined,92,1,142.0,171.0,160
combined,92,2,142.0,159.0,160
combined,92,3,142.0,141.0,160
combined,92,4,142.0,159.0,160
combined,92,5,142.0,125.0,160
combined,92,6,142.0,170.0,160
combined,92,7,142.0,125.0,160
combined,92,8,142.0,120.0,160
combined,92,9,142.0,153.0,160
combined,92,10,142.0,136.0,160
combined,92,11,142.0,153.0,160
combined,92,12,142.0,129.0,160
combined,92,13,142.0,137.0,160
combined,92,14,142.0,132.0,160
combined,92,15,142.0,131.0,160
combined,92,16,142.0,103.0,160
combined,92,17,142.0,132.0,160
combined,92,18,142.0,151.0,160
combined,92,19,142.0,169.0,160
combined,92,20,142.0,144.0,160
combined,92,21,142.0,165.0,160
combined,92,22,142.0,136.0,160
combined,92,23,142.0,138.0,160
combined,92,24,142.0,138.0,160
combined,92,25,142.0,172.0,160
combined,92,26,142.0,122.0,160
combined,92,27,142.0,161.0,160
combined,92,28,142.0,129.0,160
combined,92,29,142.0,126.0,160
combined,92,30,142.0,130.0,160
combined,92,31,142.0,123.0,160
combined,92,32,142.0,116.0,160
combined,92,33,142.0,133.0,160
combined,92,34,142.0,164.0,160
combined,92,35,142.0,114.0,160
combined,92,36,142.0,119.0,160
combined,92,37,142.0,142.0,160
combined,92,38,142.0,142.0,160
combined,92,39,142.0,141.0,160
combined,92,40,142.0,119.0,160
combined,92,41,142.0,133.0,160
combined,92,42,142.0,134.0,160
combined,92,43,142.0,137.0,160
combined,92,44,142.0,182.0,160
combined,92,45,142.0,120.0,160
combined,92,46,142.0,135.0,160
combined,92,47,142.0,143.0,160
combined,92,48,142.0,147.0,160
combined,92,49,142.0,139.0,160
combined,42,0,141.0,155.0,160
combined,42,1,141.0,150.0,160
combined,42,2,141.0,143.0,160
combined,42,3,141.0,174.0,160
combined,42,4,141.0,178.0,160
combined,42,5,141.0,156.0,160
combined,42,6,141.0,160.0,160
combined,42,7,141.0,176.0,160
combined,42,8,141.0,193.0,160
combined,42,9,141.0,175.0,160
combined,42,10,141.0,153.0,160
combined,42,11,141.0,185.0,160
combined,42,12,141.0,169.0,160
combined,42,13,141.0,170.0,160
combined,42,14,141.0,153.0,160
combined,42,15,141.0,172.0,160
combined,42,16,141.0,168.0,160
combined,42,17,141.0,131.0,160
combined,42,18,141.0,161.0,160
combined,42,19,141.0,166.0,160
combined,42,20,141.0,157.0,160
combined,42,21,141.0,177.0,160
combined,42,22,141.0,155.0,160
combined,42,23,141.0,158.0,160
combined,42,24,141.0,162.0,160
combined,42,25,141.0,172.0,160
combined,42,26,141.0,154.0,160
combined,42,27,141.0,135.0,160
combined,42,28,141.0,162.0,160
combined,42,29,141.0,179.0,160
combined,42,30,141.0,175.0,160
combined,42,31,141.0,135.0,160
combined,42,32,141.0,192.0,160
combined,42,33,141.0,156.0,160
combined,42,34,141.0,167.0,160
combined,42,35,141.0,136.0,160
combined,42,36,141.0,111.0,160
combined,42,37,141.0,154.0,160
combined,42,38,141.0,156.0,160
combined,42,39,141.0,168.0,160
combined,42,40,141.0,151.0,160
combined,42,41,141.0,186.0,160
combined,42,42,141.0,153.0,160
combined,42,43,141.0,163.0,160
combined,42,44,141.0,181.0,160
combined,42,45,141.0,165.0,160
combined,42,46,141.0,200.0,160
combined,42,47,141.0,150.0,160
combined,42,48,141.0,166.0,160
combined,42,49,141.0,163.0,160
combined,40,0,112.0,125.0,160
combined,40,1,112.0,158.0,160
combined,40,2,112.0,148.0,160
combined,40,3,112.0,144.0,160
combined,40,4,112.0,110.0,160
combined,40,5,112.0,107.0,160
combined,40,6,112.0,125.0,160
combined,40,7,112.0,117.0,160
combined,40,8,112.0,121.0,160
combined,40,9,112.0,144.0,160
combined,40,10,112.0,142.0,160
combined,40,11,112.0,107.0,160
combined,40,12,112.0,95.0,160
combined,40,13,112.0,114.0,160
combined,40,14,112.0,150.0,160
combined,40,15,112.0,138.0,160
combined,40,16,112.0,130.0,160
combined,40,17,112.0,80.0,160
combined,40,18,112.0,129.0,160
combined,40,19,112.0,128.0,160
combined,40,20,112.0,124.0,160
combined,40,21,112.0,148.0,160
combined,40,22,112.0,110.0,160
combined,40,23,112.0,128.0,160
combined,40,24,112.0,113.0,160
combined,40,25,112.0,119.0,160
combined,40,26,112.0,124.0,160
combined,40,27,112.0,109.0,160
combined,40,28,112.0,135.0,160
combined,40,29,112.0,165.0,160
combined,40,30,112.0,121.0,160
combined,40,31,112.0,135.0,160
combined,40,32,112.0,122.0,160
combined,40,33,112.0,120.0,160
combined,40,34,112.0,129.0,160
combined,40,35,112.0,92.0,160
combined,40,36,112.0,155.0,160
combined,40,37,112.0,152.0,160
combined,40,38,112.0,149.0,160
combined,40,39,112.0,148.0,160
combined,40,40,112.0,109.0,160
combined,40,41,112.0,110.0,160
combined,40,42,112.0,117.0,160
combined,40,43,112.0,136.0,160
combined,40,44,112.0,100.0,160
combined,40,45,112.0,144.0,160
combined,40,46,112.0,104.0,160
combined,40,47,112.0,146.0,160
combined,40,48,112.0,131.0,160
combined,40,49,112.0,108.0,160
combined,50,0,181.0,197.0,160
combined,50,1,181.0,166.0,160
combined,50,2,181.0,172.0,160
combined,50,3,181.0,167.0,160
combined,50,4,181.0,161.0,160
combined,50,5,181.0,155.0,160
combined,50,6,181.0,175.0,160
combined,50,7,181.0,188.0,160
combined,50,8,181.0,189.0,160
combined,50,9,181.0,179.0,160
combined,50,10,181.0,167.0,160
combined,50,11,181.0,168.0,160
